Word,Pknown,FreqZipfUS,Length
euro,0.983,2.79,4
muck,0.983,3.28,4
flab,0.983,2.29,4
vary,0.983,2.97,4
yeah,0.983,6.47,4
clam,0.983,3.59,4
cove,0.983,3.51,4
plug,0.983,4.01,4
hiss,0.983,2.97,4
blot,0.983,2.98,4
flux,0.983,3.02,4
muse,0.983,3.28,4
yuck,0.983,3.58,4
fern,0.982,3.50,4
daft,0.982,3.13,4
spun,0.982,3.23,4
shag,0.982,3.28,4
swag,0.982,2.70,4
slid,0.982,3.26,4
dung,0.982,3.25,4
skid,0.982,3.34,4
zips,0.982,2.54,4
lint,0.982,3.13,4
spur,0.982,3.16,4
gnaw,0.982,2.59,4
dorm,0.982,3.86,4
thaw,0.982,3.20,4
avid,0.981,2.70,4
idly,0.981,2.81,4
twit,0.981,3.14,4
papa,0.981,4.62,4
hoof,0.981,3.24,4
poll,0.981,3.39,4
flag,0.981,4.24,4
rump,0.981,3.15,4
sank,0.981,3.33,4
kilo,0.981,3.20,4
amid,0.981,2.95,4
veil,0.981,3.47,4
wimp,0.981,3.49,4
bore,0.981,3.88,4
snip,0.981,3.32,4
aloe,0.981,2.49,4
mime,0.981,3.06,4
digs,0.98,3.47,4
lurk,0.98,2.63,4
slop,0.98,3.26,4
wart,0.98,3.09,4
sewn,0.98,3.11,4
coop,0.98,4.01,4
rude,0.98,4.34,4
raid,0.98,3.93,4
lone,0.979,3.72,4
aura,0.979,3.26,4
punt,0.979,2.87,4
lube,0.979,2.84,4
norm,0.979,3.52,4
lisp,0.979,2.63,4
wifi,0.979,1.29,4
sham,0.979,3.18,4
stem,0.979,3.35,4
mars,0.979,4.02,4
jean,0.979,4.24,4
wisp,0.979,2.63,4
semi,0.978,3.37,4
lily,0.978,4.42,4
puss,0.978,3.46,4
chum,0.978,3.48,4
ploy,0.978,3.18,4
fray,0.978,2.98,4
helm,0.978,3.72,4
zest,0.978,2.84,4
orgy,0.978,3.23,4
heck,0.978,4.25,4
mast,0.978,3.21,4
rosy,0.977,3.52,4
typo,0.977,2.83,4
dame,0.977,4.13,4
perm,0.977,3.00,4
chow,0.977,3.83,4
bile,0.977,2.90,4
hare,0.977,3.58,4
warn,0.977,4.40,4
inks,0.976,2.29,4
spud,0.976,2.97,4
info,0.976,3.57,4
skew,0.976,2.19,4
volt,0.976,2.29,4
kink,0.976,2.83,4
swab,0.976,3.37,4
bong,0.975,3.44,4
puck,0.975,3.46,4
thee,0.975,4.41,4
drew,0.975,4.39,4
coax,0.975,2.91,4
gawk,0.975,2.52,4
fume,0.975,2.40,4
jinx,0.975,3.60,4
plop,0.975,2.93,4
isle,0.974,3.09,4
cram,0.974,3.18,4
deem,0.974,2.78,4
rasp,0.974,2.06,4
weld,0.974,2.81,4
bask,0.974,2.76,4
waxy,0.974,2.61,4
rung,0.974,3.14,4
mega,0.974,2.90,4
dose,0.974,3.72,4
hobo,0.974,3.25,4
nook,0.973,3.03,4
lynx,0.973,1.59,4
trek,0.973,3.65,4
bred,0.973,3.39,4
lobe,0.973,3.27,4
nick,0.973,4.77,4
ahoy,0.973,3.57,4
dunk,0.973,3.41,4
glum,0.972,3.01,4
dune,0.972,3.00,4
feat,0.972,3.18,4
tier,0.972,3.03,4
alas,0.971,3.58,4
heed,0.971,3.26,4
poof,0.971,3.33,4
swat,0.971,3.58,4
nuke,0.971,3.37,4
brim,0.971,2.95,4
toot,0.971,3.20,4
wary,0.971,2.88,4
hemp,0.971,2.54,4
gray,0.971,4.32,4
huff,0.971,3.12,4
redo,0.971,3.20,4
pelt,0.971,2.98,4
gash,0.971,2.84,4
mama,0.971,5.01,4
dyke,0.971,3.41,4
rely,0.97,3.85,4
swam,0.97,3.38,4
fore,0.97,3.42,4
toga,0.97,2.97,4
curd,0.97,2.65,4
puma,0.97,2.19,4
tech,0.969,3.80,4
beet,0.969,2.46,4
faux,0.969,2.91,4
gill,0.969,3.23,4
pout,0.969,3.04,4
bury,0.969,4.31,4
rode,0.969,4.01,4
shun,0.968,2.72,4
sung,0.968,3.54,4
fend,0.968,2.97,4
leek,0.968,2.49,4
ally,0.968,4.51,4
aide,0.968,3.30,4
till,0.967,5.22,4
sash,0.967,3.06,4
carp,0.967,2.89,4
chug,0.967,3.37,4
gong,0.967,3.38,4
kale,0.967,2.75,4
onyx,0.967,2.54,4
skit,0.967,2.92,4
seam,0.967,2.82,4
pore,0.967,2.68,4
lass,0.967,3.42,4
yoke,0.966,2.65,4
jive,0.966,3.23,4
cuss,0.966,3.03,4
turd,0.966,3.44,4
unto,0.966,3.88,4
ware,0.966,3.34,4
flax,0.966,2.68,4
wade,0.966,4.21,4
bale,0.965,3.31,4
mead,0.965,3.02,4
zeal,0.965,2.79,4
purr,0.965,2.89,4
rang,0.965,3.73,4
zing,0.964,3.07,4
yelp,0.964,2.19,4
barb,0.964,3.36,4
earl,0.964,4.31,4
gory,0.964,2.87,4
flog,0.964,2.49,4
airy,0.964,2.52,4
odor,0.964,3.37,4
ding,0.963,3.78,4
mare,0.963,3.46,4
dork,0.963,3.62,4
veto,0.963,2.96,4
afro,0.963,3.05,4
nova,0.963,3.72,4
ajar,0.963,2.67,4
ogre,0.963,3.14,4
mere,0.963,3.89,4
apex,0.962,2.93,4
levy,0.962,3.29,4
gull,0.962,3.04,4
gyro,0.962,2.52,4
oust,0.962,1.89,4
axed,0.962,2.49,4
chic,0.962,3.37,4
sift,0.962,2.88,4
oxen,0.962,2.65,4
goon,0.962,3.36,4
hick,0.961,3.30,4
dupe,0.961,2.82,4
tote,0.961,3.04,4
dole,0.961,2.99,4
clad,0.961,2.33,4
coup,0.961,3.41,4
blip,0.961,2.91,4
pane,0.961,2.68,4
byte,0.96,2.13,4
prim,0.96,2.59,4
barf,0.959,3.29,4
plow,0.959,3.27,4
axle,0.959,3.09,4
tutu,0.959,2.84,4
moat,0.958,3.07,4
anew,0.958,2.94,4
gout,0.958,3.14,4
romp,0.958,2.73,4
puny,0.958,3.16,4
nosy,0.957,3.45,4
dill,0.957,3.25,4
gale,0.957,3.69,4
mite,0.957,3.07,4
scat,0.956,3.11,4
bane,0.956,3.26,4
spar,0.956,2.86,4
emit,0.956,2.61,4
mojo,0.956,3.47,4
gent,0.955,3.21,4
ipod,0.955,1.29,4
ruse,0.955,3.22,4
snub,0.955,2.61,4
blah,0.955,4.12,4
oink,0.955,3.04,4
silt,0.955,2.54,4
limo,0.955,3.92,4
leer,0.954,2.72,4
yoyo,0.954,2.46,4
drab,0.953,2.91,4
newt,0.953,3.13,4
afar,0.953,3.06,4
yule,0.953,2.59,4
loon,0.953,3.15,4
hind,0.953,3.39,4
rink,0.953,3.33,4
smut,0.952,3.14,4
tuba,0.952,3.08,4
cite,0.952,2.98,4
noel,0.952,4.27,4
sear,0.951,2.37,4
wham,0.951,3.28,4
mono,0.951,2.87,4
vial,0.951,3.11,4
opal,0.951,3.01,4
whey,0.951,1.99,4
tram,0.95,3.14,4
stow,0.95,3.10,4
sire,0.95,4.11,4
lewd,0.95,3.11,4
stat,0.95,3.45,4
jeer,0.949,1.89,4
rook,0.949,3.14,4
buoy,0.949,3.07,4
dues,0.949,3.31,4
veer,0.949,3.04,4
lore,0.948,2.83,4
welt,0.948,2.29,4
bawl,0.948,2.75,4
gape,0.948,1.89,4
pail,0.948,2.98,4
hark,0.947,3.23,4
expo,0.947,2.61,4
ipad,0.947,1.29,4
whiz,0.947,3.59,4
ergo,0.947,2.93,4
lull,0.946,3.07,4
judo,0.946,2.99,4
soot,0.946,3.04,4
wore,0.946,4.32,4
gunk,0.945,2.68,4
maul,0.945,2.52,4
orca,0.945,2.82,4
mope,0.945,2.83,4
tuft,0.945,1.76,4
sumo,0.944,2.92,4
putt,0.944,3.06,4
bide,0.943,2.75,4
arid,0.943,2.52,4
gimp,0.943,2.98,4
reek,0.942,2.96,4
inky,0.942,2.37,4
node,0.942,2.70,4
dibs,0.942,3.36,4
lego,0.942,1.29,4
kelp,0.941,3.09,4
bode,0.941,2.68,4
carb,0.94,1.29,4
nigh,0.94,2.92,4
homo,0.94,3.57,4
akin,0.939,2.46,4
ammo,0.939,3.73,4
gist,0.939,3.04,4
onto,0.939,4.56,4
ream,0.938,2.37,4
mull,0.938,2.68,4
sect,0.938,2.87,4
pong,0.937,3.21,4
icky,0.937,3.08,4
gall,0.937,3.30,4
temp,0.936,3.48,4
awed,0.936,2.13,4
hilt,0.936,2.75,4
cusp,0.935,2.46,4
mink,0.935,3.57,4
dong,0.934,3.53,4
meth,0.7,3.37,4
muff,0.934,2.99,4
silo,0.934,2.98,4
hula,0.934,3.29,4
sang,0.934,3.91,4
wove,0.933,2.40,4
yeti,0.933,2.46,4
alto,0.933,3.13,4
brie,0.933,2.96,4
lieu,0.933,3.05,4
gala,0.932,3.25,4
crud,0.932,3.01,4
achy,0.932,2.67,4
foal,0.932,2.46,4
wane,0.931,2.43,4
riff,0.931,3.05,4
aero,0.931,2.06,4
twat,0.93,3.12,4
waft,0.93,2.24,4
bout,0.93,4.28,4
sped,0.929,2.81,4
swig,0.929,2.98,4
whoa,0.929,5.19,4
deft,0.929,2.61,4
beau,0.928,3.76,4
fest,0.928,3.13,4
lacy,0.925,2.81,4
rind,0.925,2.46,4
suds,0.924,2.68,4
tarp,0.924,2.99,4
glam,0.924,2.54,4
slew,0.924,3.12,4
prod,0.923,2.84,4
heft,0.923,2.33,4
anti,0.923,2.72,4
dike,0.922,2.63,4
hath,0.921,3.69,4
wean,0.92,2.43,4
iffy,0.92,2.72,4
curt,0.92,3.42,4
gait,0.92,2.52,4
etch,0.92,2.33,4
vamp,0.919,2.97,4
mike,0.919,5.04,4
josh,0.918,4.30,4
sill,0.918,2.67,4
teat,0.918,2.52,4
quip,0.917,2.19,4
duly,0.917,3.13,4
spay,0.917,2.13,4
bard,0.917,2.91,4
slag,0.916,2.89,4
phew,0.916,3.32,4
okra,0.915,2.72,4
ashy,0.914,2.29,4
garb,0.914,2.52,4
meld,0.914,2.40,4
atop,0.913,3.01,4
flan,0.913,3.23,4
peat,0.913,2.43,4
noir,0.913,2.91,4
hone,0.912,2.87,4
rein,0.912,2.89,4
pent,0.911,2.33,4
bran,0.911,3.12,4
jilt,0.911,1.76,4
rite,0.91,3.16,4
moor,0.909,3.30,4
feta,0.909,2.13,4
mayo,0.909,3.51,4
pogo,0.909,2.79,4
taut,0.908,2.84,4
keel,0.907,3.08,4
cask,0.907,2.13,4
mire,0.907,2.65,4
ahem,0.907,3.88,4
lute,0.907,2.59,4
wiki,0.907,3.12,4
coed,0.907,2.78,4
dodo,0.907,3.00,4
juke,0.906,2.68,4
oboe,0.905,2.57,4
dank,0.905,2.75,4
czar,0.905,2.84,4
jowl,0.905,1.99,4
pomp,0.905,2.61,4
pita,0.905,3.05,4
racy,0.905,2.99,4
bonk,0.905,2.54,4
coon,0.904,3.10,4
vane,0.904,2.52,4
lest,0.904,3.29,4
tang,0.904,3.35,4
kiln,0.903,2.59,4
writ,0.903,3.24,4
awry,0.903,2.75,4
ebay,0.903,1.29,4
faze,0.902,2.65,4
dewy,0.902,2.40,4
dell,0.902,3.38,4
glen,0.901,3.85,4
cowl,0.9,2.06,4
ogle,0.9,2.59,4
seer,0.9,3.17,4
rife,0.9,2.72,4
quid,0.9,3.50,4
crux,0.9,2.49,4
minx,0.899,2.79,4
meta,0.9,2.63,4
tout,0.898,3.04,4
vale,0.9,3.17,4
zany,0.898,2.33,4
nape,0.897,2.40,4
dote,0.897,2.37,4
balk,0.897,1.89,4
hued,0.897,1.29,4
mitt,0.897,3.14,4
seep,0.897,2.29,4
bing,0.897,3.66,4
clit,0.895,2.82,4
tsar,0.9,2.59,4
sown,0.895,2.54,4
ante,0.894,3.34,4
axel,0.894,3.41,4
wren,0.9,2.59,4
tiff,0.893,2.94,4
dale,0.893,3.95,4
deco,0.893,2.65,4
clod,0.89,2.63,4
dang,0.89,3.62,4
drat,0.89,2.96,4
rile,0.889,2.54,4
lite,0.9,2.79,4
opus,0.9,2.96,4
bony,0.9,3.08,4
moot,0.9,3.07,4
frat,0.887,3.49,4
sass,0.886,2.97,4
vend,0.886,1.29,4
reps,0.886,2.96,4
grad,0.885,3.46,4
doer,0.885,2.63,4
plod,0.884,2.06,4
blab,0.884,2.76,4
bozo,0.883,3.39,4
talc,0.883,2.40,4
hock,0.883,3.33,4
molt,0.882,2.19,4
jibe,0.9,2.57,4
glut,0.881,2.19,4
whit,0.881,3.29,4
wiry,0.879,2.57,4
lima,0.879,3.08,4
ruff,0.879,2.73,4
pooh,0.879,3.67,4
spry,0.9,2.81,4
wily,0.9,2.81,4
lyre,0.876,1.99,4
toed,0.873,2.06,4
whew,0.873,3.79,4
tony,0.872,4.83,4
tush,0.871,3.11,4
mart,0.871,3.28,4
flay,0.871,2.24,4
oozy,0.87,1.76,4
clef,0.869,2.13,4
gaff,0.868,2.81,4
hale,0.9,3.24,4
meme,0.868,1.29,4
boxy,0.867,2.29,4
pend,0.867,1.29,4
yogi,0.866,2.89,4
cull,0.866,1.99,4
laud,0.866,2.13,4
raze,0.865,2.24,4
repo,0.864,1.29,4
wont,0.9,3.20,4
glib,0.9,2.91,4
anon,0.863,2.61,4
poly,0.863,2.59,4
boon,0.9,3.32,4
tong,0.862,3.36,4
trod,0.862,2.67,4
peed,0.862,3.42,4
murk,0.861,2.06,4
burr,0.861,2.84,4
fiat,0.86,2.29,4
pith,0.86,2.33,4
tort,0.86,2.29,4
eddy,0.9,3.55,4
hypo,0.859,2.52,4
tore,0.858,3.91,4
iota,0.858,2.67,4
glob,0.857,2.13,4
slat,0.857,1.99,4
acme,0.9,3.10,4
pang,0.856,3.20,4
craw,0.855,2.54,4
yang,0.853,3.69,4
rove,0.852,3.06,4
viva,0.851,3.49,4
wack,0.7,3.23,4
serf,0.847,2.29,4
goad,0.846,2.19,4
troy,0.845,4.09,4
pyre,0.845,2.49,4
spec,0.85,2.94,4
xbox,0.843,1.29,4
tome,0.842,2.89,4
sans,0.842,2.68,4
diem,0.842,3.32,4
rune,0.85,2.99,4
amok,0.85,2.72,4
slaw,0.85,2.54,4
chub,0.84,2.43,4
posy,0.839,2.29,4
dojo,0.839,2.96,4
gild,0.838,1.99,4
yore,0.837,2.43,4
pall,0.837,2.67,4
ably,0.836,2.29,4
laze,0.836,1.76,4
pied,0.836,2.59,4
cyan,0.835,2.29,4
bios,0.834,2.06,4
luge,0.834,2.43,4
nibs,0.833,2.76,4
teak,0.832,2.61,4
bade,0.829,2.65,4
lope,0.827,2.13,4
loch,0.85,3.24,4
maim,0.827,2.65,4
dubs,0.827,1.99,4
arty,0.824,3.04,4
urea,0.823,1.76,4
peal,0.823,2.19,4
beck,0.823,3.58,4
ovum,0.823,2.19,4
gaga,0.822,3.01,4
toke,0.821,2.91,4
cosy,0.9,3.30,4
clop,0.82,1.99,4
rend,0.82,2.52,4
chad,0.82,3.85,4
flit,0.85,2.70,4
alum,0.818,2.19,4
alms,0.817,2.70,4
rapt,0.816,2.40,4
lain,0.816,2.76,4
chai,0.816,3.01,4
tyke,0.815,2.73,4
fete,0.814,2.52,4
eave,0.813,2.06,4
grog,0.813,2.81,4
lank,0.812,1.59,4
pare,0.812,2.13,4
avow,0.812,1.76,4
waif,0.85,2.54,4
pate,0.811,2.82,4
shat,0.811,2.68,4
jiff,0.85,2.72,4
gilt,0.811,2.29,4
dolt,0.811,2.73,4
hank,0.81,4.40,4
lout,0.809,2.75,4
exes,0.807,2.46,4
char,0.806,3.15,4
rote,0.803,2.13,4
flue,0.802,2.63,4
peso,0.802,2.43,4
magi,0.85,2.72,4
whig,0.801,1.89,4
flak,0.8,3.03,4
sine,0.8,2.29,4
cede,0.8,2.13,4
bray,0.8,2.61,4
bunt,0.8,2.91,4
duff,0.8,3.12,4
hewn,0.799,2.33,4
lilt,0.799,2.40,4
faun,0.85,2.72,4
fife,0.797,3.02,4
alma,0.797,3.76,4
mown,0.796,1.76,4
nana,0.85,3.59,4
quay,0.794,1.99,4
coot,0.793,2.86,4
yowl,0.793,1.59,4
peon,0.793,2.37,4
wino,0.793,2.92,4
goop,0.85,2.84,4
ditz,0.791,2.13,4
pert,0.79,2.70,4
pram,0.789,2.37,4
slog,0.789,2.24,4
aria,0.789,2.84,4
snog,0.788,2.13,4
mach,0.9,3.27,4
shoo,0.9,3.71,4
rout,0.784,2.57,4
vise,0.783,2.61,4
crag,0.783,2.59,4
geez,0.7,4.05,4
cant,0.9,3.37,4
zeta,0.85,2.63,4
bung,0.781,2.49,4
mump,0.78,1.59,4
gage,0.85,3.40,4
wort,0.779,2.59,4
rick,0.779,4.41,4
morn,0.779,2.95,4
scud,0.778,2.79,4
tars,0.777,1.99,4
wile,0.777,2.63,4
brig,0.9,3.48,4
pled,0.776,2.40,4
shod,0.776,2.13,4
glug,0.776,2.49,4
ibis,0.774,2.13,4
furl,0.774,2.13,4
wain,0.774,1.76,4
nosh,0.773,2.13,4
whet,0.772,2.24,4
dyer,0.771,2.68,4
prat,0.771,2.59,4
miff,0.77,1.59,4
croc,0.769,3.07,4
nave,0.767,2.63,4
mesa,0.85,3.11,4
dour,0.766,2.24,4
prow,0.764,2.13,4
vail,0.764,3.20,4
exec,0.759,3.04,4
coca,0.758,3.62,4
indy,0.756,3.29,4
mote,0.753,2.40,4
tike,0.75,2.13,4
miso,0.749,2.73,4
chit,0.748,2.46,4
bevy,0.747,2.33,4
diss,0.747,2.65,4
dreg,0.747,1.99,4
suet,0.747,2.37,4
shiv,0.85,2.54,4
conk,0.746,2.63,4
sari,0.744,2.65,4
guff,0.741,2.65,4
brad,0.741,4.47,4
dozy,0.74,2.06,4
razz,0.74,2.24,4
abet,0.739,2.06,4
kook,0.738,2.89,4
coda,0.737,2.19,4
ulna,0.731,2.57,4
dram,0.731,2.33,4
agog,0.73,2.13,4
roux,0.729,1.99,4
scot,0.728,2.52,4
sate,0.727,1.99,4
comp,0.725,3.22,4
kart,0.724,1.99,4
vole,0.85,3.24,4
nary,0.724,2.46,4
onus,0.722,2.06,4
rusk,0.85,2.68,4
aeon,0.722,2.70,4
lien,0.721,2.76,4
coco,0.721,3.62,4
geld,0.72,1.76,4
boor,0.72,1.89,4
teem,0.719,1.76,4
coif,0.716,1.89,4
loam,0.716,1.89,4
lode,0.85,2.91,4
zonk,0.713,1.29,4
tine,0.711,2.29,4
khan,0.711,3.59,4
tock,0.711,2.97,4
blub,0.709,1.89,4
bate,0.705,1.89,4
wonk,0.704,2.13,4
puce,0.703,2.40,4
brut,0.701,2.49,4
pupa,0.701,2.46,4
flub,0.7,1.89,4
gird,0.699,2.19,4
fink,0.85,3.60,4
whir,0.697,2.06,4
vita,0.694,2.61,4
gibe,0.693,1.76,4
mica,0.691,2.13,4
berg,0.69,3.19,4
juju,0.69,2.78,4
luxe,0.689,2.29,4
daub,0.686,1.99,4
duce,0.686,2.61,4
pock,0.684,1.99,4
dink,0.683,3.68,4
cloy,0.68,1.76,4
ides,0.679,1.99,4
rube,0.85,3.62,4
togs,0.676,2.40,4
jute,0.673,2.40,4
holt,0.672,3.72,4
gran,0.672,3.33,4
trig,0.672,2.89,4
luau,0.671,3.19,4
ruck,0.668,2.37,4
abed,0.666,2.33,4
poky,0.665,2.06,4
hoar,0.665,1.29,4
oaky,0.664,2.06,4
muss,0.663,2.79,4
filo,0.662,1.89,4
mana,0.662,1.76,4
moll,0.661,2.61,4
tare,0.661,1.99,4
chia,0.661,2.90,4
auld,0.66,3.04,4
egad,0.66,2.06,4
fess,0.658,2.78,4
mans,0.658,2.72,4
mage,0.658,2.49,4
nabs,0.657,2.19,4
hart,0.85,4.07,4
cred,0.655,2.49,4
bloc,0.85,2.98,4
pica,0.652,1.99,4
busk,0.652,1.29,4
snit,0.651,2.46,4
dais,0.649,2.46,4
shim,0.648,2.24,4
misc,0.648,1.76,4
dirk,0.85,3.43,4
sump,0.645,2.46,4
agar,0.645,1.59,4
gook,0.643,3.08,4
vive,0.643,2.88,4
dint,0.643,1.99,4
dept,0.642,2.70,4
coli,0.64,2.73,4
ecru,0.637,2.19,4
hove,0.636,2.24,4
bawd,0.634,2.24,4
yurt,0.633,1.76,4
lama,0.629,3.49,4
yaws,0.629,1.59,4
glop,0.628,1.76,4
nark,0.626,1.89,4
para,0.85,3.12,4
pouf,0.62,1.29,4
ziti,0.62,2.43,4
jell,0.618,2.13,4
obit,0.618,2.13,4
burg,0.617,2.75,4
tosh,0.616,2.40,4
rand,0.614,3.37,4
loci,0.613,1.76,4
elan,0.612,1.89,4
pixy,0.612,1.59,4
kohl,0.611,1.29,4
kern,0.609,3.06,4
whop,0.608,2.33,4
tern,0.608,1.59,4
avis,0.607,2.54,4
knap,0.606,1.29,4
axon,0.604,1.76,4
lire,0.603,2.63,4
lira,0.601,2.81,4
roil,0.598,1.59,4
prig,0.598,2.61,4
weir,0.85,2.97,4
ghee,0.596,2.06,4
edam,0.594,1.76,4
dada,0.85,3.12,4
tamp,0.591,1.89,4
roan,0.59,2.43,4
suss,0.589,2.37,4
fain,0.589,2.49,4
giga,0.588,1.89,4
gyre,0.588,1.76,4
sloe,0.586,1.89,4
rhea,0.584,1.76,4
yike,0.583,2.19,4
sawn,0.583,2.13,4
mete,0.582,1.99,4
wale,0.581,1.29,4
burl,0.581,2.19,4
sept,0.58,2.06,4
jamb,0.579,1.76,4
swum,0.578,2.61,4
soma,0.577,2.40,4
berm,0.576,2.29,4
loll,0.575,2.06,4
ting,0.85,3.11,4
soya,0.572,2.24,4
cert,0.572,1.89,4
tuff,0.572,2.93,4
dory,0.85,3.56,4
shah,0.567,2.93,4
ibex,0.565,1.89,4
biff,0.563,3.47,4
foci,0.563,1.59,4
yawl,0.561,2.40,4
spic,0.561,3.06,4
lorn,0.56,2.13,4
cess,0.56,1.89,4
lath,0.557,1.89,4
taro,0.555,2.65,4
fief,0.555,1.59,4
ouzo,0.85,2.57,4
dido,0.549,1.99,4
ankh,0.548,2.54,4
cote,0.546,1.89,4
orzo,0.545,1.29,4
lulu,0.545,3.69,4
cist,0.544,1.29,4
wend,0.542,1.99,4
ague,0.54,1.76,4
espy,0.539,1.76,4
uric,0.539,2.06,4
purl,0.537,2.13,4
gawp,0.536,1.59,4
alba,0.536,2.83,4
calk,0.535,1.29,4
mort,0.535,3.40,4
doff,0.534,2.24,4
bilk,0.532,2.06,4
baud,0.531,1.59,4
bosh,0.53,2.46,4
kike,0.529,2.65,4
mewl,0.526,1.59,4
giro,0.526,1.29,4
raff,0.526,2.70,4
abut,0.525,2.13,4
twee,0.525,2.06,4
gaud,0.524,1.29,4
doge,0.523,2.19,4
whap,0.522,2.19,4
weal,0.521,2.06,4
keno,0.52,2.93,4
poon,0.52,2.81,4
jess,0.519,4.32,4
lees,0.519,2.06,4
apse,0.518,1.29,4
hasp,0.517,1.89,4
ager,0.517,1.59,4
cava,0.515,2.52,4
imam,0.515,2.54,4
coos,0.514,2.06,4
jour,0.512,2.83,4
capo,0.511,2.72,4
plat,0.508,1.99,4
wive,0.508,2.13,4
jape,0.508,1.99,4
lave,0.506,2.06,4
tarn,0.85,2.97,4
ibid,0.504,1.59,4
buss,0.503,2.29,4
haft,0.502,1.89,4
fide,0.5,3.04,4
about,1,6.55,5
adapt,1,3.42,5
adult,1,4.15,5
agree,1,4.81,5
ahead,1,5.29,5
alarm,1,4.47,5
amber,1,3.96,5
apple,1,4.37,5
arise,1,3.47,5
atlas,1,3.01,5
belly,1,4.19,5
bench,1,3.98,5
bingo,1,4.09,5
birth,1,4.43,5
blame,1,4.76,5
blood,1,5.26,5
bloom,1,3.74,5
blunt,1,3.69,5
booze,1,4.03,5
bowls,1,3.34,5
brace,1,3.79,5
brand,1,4.14,5
brush,1,4.15,5
buddy,1,5.01,5
build,1,4.68,5
carry,1,4.81,5
chess,1,3.87,5
child,1,5.19,5
clasp,1,3.01,5
clone,1,3.40,5
cloth,1,3.78,5
cocky,1,3.61,5
crack,1,4.51,5
cramp,1,3.45,5
cruel,1,4.26,5
crush,1,4.22,5
cycle,1,3.77,5
ditch,1,3.89,5
drain,1,3.93,5
dress,1,4.93,5
drift,1,3.80,5
drums,1,3.85,5
eight,1,4.99,5
empty,1,4.67,5
enter,1,4.47,5
erode,1,2.13,5
error,1,3.96,5
essay,1,3.78,5
event,1,4.42,5
exact,1,4.35,5
fairy,1,4.22,5
faith,1,4.66,5
false,1,4.32,5
feast,1,3.82,5
flash,1,4.18,5
fling,1,3.54,5
float,1,3.87,5
flush,1,3.97,5
fresh,1,4.73,5
funny,1,5.33,5
ghost,1,4.56,5
graph,1,2.88,5
grave,1,4.41,5
gross,1,4.18,5
group,1,4.86,5
guess,1,5.65,5
habit,1,4.16,5
happy,1,5.52,5
harsh,1,3.85,5
heart,1,5.38,5
horse,1,4.96,5
hurry,1,5.23,5
husky,1,3.20,5
ivory,1,3.14,5
joker,1,3.66,5
judge,1,4.90,5
knock,1,4.81,5
large,1,4.61,5
laugh,1,4.79,5
leave,1,5.74,5
limit,1,4.11,5
lived,1,4.81,5
looks,1,5.49,5
loser,1,4.43,5
major,1,5.01,5
maker,1,3.69,5
mayor,1,4.49,5
meant,1,5.01,5
mercy,1,4.40,5
moist,1,3.26,5
motel,1,4.25,5
mouth,1,5.01,5
needs,1,5.20,5
north,1,4.80,5
nudge,1,3.05,5
nurse,1,4.65,5
offer,1,4.87,5
olive,1,3.86,5
organ,1,3.86,5
owner,1,4.36,5
party,1,5.36,5
pasta,1,3.62,5
perky,1,3.22,5
picky,1,3.34,5
plane,1,4.97,5
plank,1,3.31,5
point,1,5.37,5
poker,1,4.20,5
power,1,5.17,5
proof,1,4.53,5
proud,1,4.92,5
pupil,1,3.49,5
quack,1,3.66,5
quite,1,5.30,5
quote,1,3.98,5
radar,1,4.54,5
range,1,4.35,5
rapid,1,3.64,5
relax,1,4.98,5
relay,1,3.47,5
repay,1,3.71,5
right,1,6.60,5
roast,1,3.99,5
rooms,1,4.41,5
ropes,1,3.77,5
salad,1,4.23,5
scale,1,3.97,5
scary,1,4.41,5
sharp,1,4.37,5
sheet,1,4.06,5
shoot,1,5.21,5
sixty,1,3.73,5
skirt,1,3.99,5
slack,1,3.77,5
slide,1,4.25,5
sloth,1,3.16,5
smart,1,4.98,5
smell,1,4.91,5
smile,1,4.76,5
snack,1,3.96,5
snowy,1,3.03,5
spark,1,3.79,5
spice,1,3.72,5
spoke,1,4.58,5
stalk,1,3.23,5
start,1,5.53,5
stash,1,3.70,5
steam,1,4.12,5
steps,1,4.39,5
stink,1,4.12,5
stomp,1,3.42,5
store,1,4.91,5
storm,1,4.48,5
suite,1,4.22,5
swipe,1,3.21,5
syrup,1,3.70,5
thing,1,6.03,5
thorn,1,3.70,5
thumb,1,4.07,5
tight,1,4.70,5
touch,1,5.16,5
tribe,1,3.80,5
trick,1,4.67,5
truth,1,5.28,5
tulip,1,2.90,5
twins,1,4.17,5
upper,1,4.08,5
usual,1,4.57,5
verse,1,3.67,5
video,1,4.61,5
vocal,1,3.47,5
vomit,1,3.72,5
wages,1,3.59,5
water,1,5.35,5
whale,1,4.05,5
wheel,1,4.43,5
which,1,5.67,5
would,1,6.24,5
yeast,1,2.94,5
young,1,5.38,5
zoned,1,2.57,5
freak,0.997,4.56,5
stung,0.997,3.18,5
badge,0.997,4.18,5
equal,0.997,4.12,5
grunt,0.997,3.34,5
royal,0.997,4.36,5
hover,0.997,3.06,5
thief,0.997,4.38,5
phone,0.997,5.43,5
hired,0.997,4.51,5
trout,0.997,3.60,5
germs,0.997,3.48,5
smoke,0.997,4.81,5
spasm,0.997,3.04,5
layer,0.997,3.57,5
liver,0.997,4.15,5
craze,0.997,3.01,5
heads,0.997,4.62,5
heavy,0.997,4.67,5
bunny,0.997,4.26,5
penis,0.997,4.12,5
